持股人,公司,分数
127,22,-3.1821895
130,82,-3.0124724
138,67,-3.1821868
96,14,-15.187478
152,1,-2.3385458
30,51,-1.8036166
92,3,-5.595378
17,45,-4.811957
47,0,-3.588053
43,59,-1.8580544
47,28,-3.8278732
76,1,-2.338548
68,21,-3.1821911
96,61,-11.96468
160,33,-18.906675
160,61,-11.964684
164,2,-124.97339
108,15,-6.457612
104,74,-58.24384
47,66,-2.0752227
4,67,-3.182181
125,34,-42.03545
25,77,0.16348253
26,14,-15.187475
29,46,-5.0371084
63,40,-6.641172
121,23,-3.9590526
76,48,-34.592075
84,33,-18.906683
84,61,-11.964684
155,85,-1.9399134
147,74,-58.243816
39,58,-1.5600008
43,27,-4.471129
5,14,-15.187477
21,38,-53.410892
140,3,-5.59538
143,63,-1.7138822
56,7,-0.7467702
5,47,-3.8814714
64,20,-3.182185
160,1,-2.338548
156,60,-1.4212608
14,0,-3.588047
96,34,-42.03545
93,2,-124.973404
148,30,-2.00216
22,13,-5.241817
117,22,-3.1821852
113,81,-3.182185
51,59,-1.8580563
68,78,-2.4012828
72,47,-3.8814697
117,55,-3.1821826
128,17,-4.519904
72,80,-2.5611305
9,52,-29.678368
35,57,-3.1821868
136,2,-124.97339
93,40,-6.6411676
97,9,-56.206448
165,1,-2.3385477
48,65,-6.9276433
52,34,-42.03546
149,10,-78.55549
122,22,-3.1821873
125,82,-3.0124707
101,67,-3.1821887
165,67,-3.1821847
161,28,-3.8278732
157,87,-3.1821876
10,32,-25.207193
105,41,-3.2402952
102,9,-56.206448
6,41,-3.2402914
144,62,5.022013
122,88,-15.562328
26,72,2.2938128
57,34,-42.035454
60,66,-2.0752227
81,54,-46.74618
161,0,-3.588051
85,28,-3.8278751
137,24,-3.1821868
14,90,0.058077313
18,59,-1.8580563
145,9,-56.206448
148,69,-3.182185
36,84,-3.18219
40,53,-3.1821868
2,68,-3.3326092
73,46,-5.0371103
89,86,-12.006964
129,16,-6.047921
153,86,-12.006964
98,8,-2.8735847
45,20,-3.1821868
19,39,-3.1821873
53,33,-18.906675
111,16,-6.047925
114,48,-34.592068
49,22,-3.1821895
69,73,-2.8227277
66,41,-3.240297
129,82,-3.0124686
162,22,-3.1821914
6,78,-2.4012766
136,88,-15.562331
165,87,-3.1821873
27,66,-2.0752208
123,17,-4.519902
82,53,-3.1821892
7,25,-3.1821895
37,78,-2.4012785
86,27,-4.471131
138,23,-3.9590507
141,55,-3.182185
15,38,-53.410892
107,15,-6.457612
41,52,-29.678364
3,67,-3.1821868
65,72,2.2938097
62,40,-6.641172
123,55,-3.1821868
78,80,-2.5611267
150,41,-3.2402933
94,54,-46.746185
158,26,-3.1821852
15,85,-1.9399134
115,47,-3.8814697
115,75,-3.1821887
119,16,-6.047927
70,72,2.2938058
74,41,-3.2402952
95,1,-2.3385458
91,60,-1.4212627
134,22,-3.1821873
159,1,-2.338548
130,11,-4.4758587
87,49,-8.5619545
151,21,-3.1821887
95,34,-42.035458
166,86,-12.006968
116,22,-3.1821918
50,59,-1.8580544
71,47,-3.881468
130,49,-8.561956
159,48,-34.59207
8,24,-3.1821868
8,52,-29.678371
11,84,-3.1821854
103,61,-11.964685
146,23,-3.9590485
38,7,-0.7467681
25,1,-2.3385499
58,86,-12.00696
66,71,-7.9478574
124,54,-46.746185
124,82,-3.0124705
62,60,-1.4212608
79,79,-3.874306
83,48,-34.59207
146,61,-11.964682
143,29,-2.083836
38,45,-4.811955
35,13,-5.241819
38,73,-2.8227272
138,81,-3.1821868
16,84,-3.1821876
46,58,-1.5600008
139,18,4.62657
104,41,-3.2402914
147,3,-5.595378
4,34,-42.03545
4,62,5.022011
59,66,-2.0752227
155,47,-3.8814697
91,80,-2.5611286
159,21,-3.1821868
155,80,-2.5611286
17,31,-4.773299
17,59,-1.8580544
21,0,-3.5880492
112,68,-3.3326147
47,14,-15.187478
120,81,-3.1821868
68,2,-124.97338
116,42,-4.680985
113,10,-78.55549
75,78,-2.4012806
71,67,-3.1821866
31,12,-3.5667858
131,48,-34.59207
92,55,-3.1821887
135,17,-4.5199003
160,47,-3.8814697
47,80,-2.5611286
148,25,-3.1821876
29,32,-25.207216
26,0,-3.588049
55,65,-6.927646
113,48,-34.592068
87,79,-3.8743021
84,47,-3.8814697
164,54,-46.746178
9,19,-2.879469
43,13,-5.241819
100,87,-3.1821876
143,49,-8.56196
30,7,-0.7467702
109,9,-56.206448
56,21,-3.182183
5,61,-11.964685
64,6,-3.2746506
64,34,-42.035458
125,49,-8.561958
122,17,-4.5199003
127,47,-3.8814697
84,85,-1.9399134
156,46,-5.037112
80,74,-58.24382
77,42,-4.680985
144,24,-3.1821892
21,90,0.058073297
35,71,-7.9478536
36,8,-2.873587
17,79,-3.874306
6,8,-2.8735805
64,72,2.2938097
57,1,-2.338548
72,66,-2.0752227
152,73,-2.8227272
96,86,-12.006964
93,54,-46.746185
97,23,-3.9590507
31,32,-25.207209
136,16,-6.047923
160,86,-12.006966
18,26,-3.1821914
14,85,-1.9399095
52,20,-3.1821887
1,60,-1.4212558
118,16,-6.047925
52,53,-3.1821887
76,73,-2.8227296
73,41,-3.2402952
136,54,-46.74618
165,53,-3.1821847
32,7,-0.7467702
128,74,-58.24382
89,81,-3.1821868
10,18,4.6265745
129,11,-4.475857
105,55,-3.1821847
132,43,-3.1821868
161,42,-4.680983
45,15,-6.457616
26,86,-12.006962
85,14,-15.18747
81,73,-2.8227317
85,42,-4.680981
10,84,-3.1821892
106,2,-124.973404
102,61,-11.964684
145,23,-3.9590526
40,39,-3.1821895
37,7,-0.7467662
114,15,-6.457612
148,55,-3.182185
61,27,-4.471133
57,86,-12.006964
106,35,-14.501807
65,1,-2.338546
61,60,-1.4212652
128,42,-4.680985
85,80,-2.5611286
82,48,-34.592068
153,72,2.2938097
157,41,-3.2402952
41,14,-15.187476
37,73,-2.8227272
138,18,4.626572
19,25,-3.1821873
22,85,-1.9399114
114,62,5.02201
141,50,-0.42816448
122,47,-3.881468
77,72,2.2938066
154,47,-3.8814697
33,6,-3.2746506
94,21,-3.1821868
90,80,-2.5611265
94,49,-8.561956
133,42,-4.680985
20,0,-3.5880532
115,9,-56.206448
136,74,-58.24382
49,46,-5.0371103
46,14,-15.187472
49,74,-58.24382
115,42,-4.680983
70,67,-3.1821887
7,39,-3.1821895
137,49,-8.561958
94,87,-3.1821895
15,24,-3.1821868
134,17,-4.5198984
110,61,-11.964684
166,48,-34.59207
11,13,-5.241815
7,72,2.2938097
50,21,-3.1821868
28,32,-25.207188
28,60,-1.4212627
65,86,-12.00696
123,69,-3.1821868
58,15,-6.457614
66,0,-3.588051
86,79,-3.874304
87,16,-6.047921
158,40,-6.6411657
8,19,-2.8794708
42,13,-5.241815
103,28,-3.827873
23,84,-3.1821854
103,56,-3.1821847
38,2,-124.97341
142,49,-8.56196
145,81,-3.1821887
146,18,4.6265745
58,53,-3.182185
58,81,-3.182185
66,66,-2.0752208
124,49,-8.561956
158,78,-2.4012744
154,67,-3.1821868
79,74,-58.24382
16,46,-5.0371084
98,80,-2.5611267
95,48,-34.592068
151,35,-14.501809
38,40,-6.6411695
116,36,-4.231131
119,68,-3.3326125
20,20,-3.1821892
16,79,-3.8743021
54,14,-15.187472
111,88,-15.562328
120,10,-78.55549
67,22,-3.1821873
75,7,-0.7467702
75,35,-14.501809
130,63,-1.7138822
138,48,-34.59207
95,86,-12.006962
138,76,-3.1821868
30,32,-25.20721
134,37,-6.092445
91,75,-3.1821868
51,20,-3.1821887
4,1,-2.338544
47,9,-56.20645
54,85,-1.9399115
150,66,-2.0752206
75,73,-2.8227296
31,7,-0.7467681
131,43,-3.1821892
160,42,-4.680981
12,78,-2.4012809
107,87,-3.1821895
104,55,-3.1821828
147,17,-4.5199003
163,74,-58.24383
4,48,-34.592064
29,27,-4.471131
25,86,-12.006968
63,21,-3.1821868
163,46,-5.0371084
126,67,-3.1821868
0,77,0.1634851
84,14,-15.18748
84,42,-4.680983
87,74,-58.243824
139,70,-3.1821887
147,55,-3.1821868
155,66,-2.0752208
39,39,-3.1821914
43,8,-2.8735867
100,82,-3.0124667
5,23,-3.9590528
21,19,-2.8794708
116,56,-3.1821892
143,44,-3.4851086
64,1,-2.338548
127,42,-4.680983
156,41,-3.2402952
159,73,-2.8227277
100,54,-46.746166
59,20,-3.1821887
21,85,-1.9399134
55,79,-3.8743021
113,62,5.022011
117,3,-5.5953736
51,40,-6.641172
48,8,-2.8735821
72,28,-3.8278732
80,41,-3.240297
127,89,-3.086322
9,33,-18.906673
35,38,-53.410892
135,74,-58.243816
93,21,-3.1821845
96,81,-3.182185
136,11,-4.4758587
31,27,-4.471131
139,43,-3.1821887
164,73,-2.8227298
52,15,-6.457616
122,3,-5.5953755
125,63,-1.7138824
9,71,-7.9478536
88,73,-2.8227296
165,48,-34.592068
109,61,-11.964684
10,13,-5.241815
44,7,-0.7467662
101,81,-3.1821887
6,22,-3.1821854
105,22,-3.1821873
105,50,-0.42816415
144,43,-3.1821892
60,47,-3.8814697
57,15,-6.457616
81,35,-14.501807
160,72,2.2938097
85,9,-56.20645
18,40,-6.641172
148,50,-0.42816448
26,25,-3.1821873
40,34,-42.035454
121,62,5.022011
76,87,-3.1821895
128,88,-15.562333
153,67,-3.1821868
97,80,-2.5611286
56,46,-5.0371103
19,20,-3.1821847
53,14,-15.1874695
114,29,-2.0838318
122,42,-4.680981
69,54,-46.74617
133,4,-3.3118794
77,67,-3.1821892
162,3,-5.595378
106,16,-6.047923
6,59,-1.8580462
33,1,-2.338548
94,16,-6.047921
14,44,-3.4851024
27,47,-3.8814697
136,69,-3.1821868
65,15,-6.457612
82,34,-42.035454
86,3,-5.595378
37,59,-1.8580538
141,36,-4.2311273
49,13,-5.241819
149,49,-8.561956
106,87,-3.1821892
41,33,-18.90668
65,53,-3.182185
62,21,-3.182185
150,22,-3.1821873
94,35,-14.5018015
129,36,-4.2311273
158,7,-0.74676406
19,77,0.16348319
158,35,-14.5018015
115,23,-3.9590526
161,67,-3.1821868
15,66,-2.0752208
23,79,-3.8743021
115,28,-3.8278751
115,56,-3.1821887
118,88,-15.562331
70,53,-3.1821887
74,22,-3.1821895
94,73,-2.8227296
95,10,-78.55549
134,3,-5.5953755
137,63,-1.7138803
158,73,-2.822723
102,86,-12.006964
129,83,-1.3505526
137,68,-3.3326108
95,15,-6.457614
3,16,-6.047923
98,75,-3.1821868
116,3,-5.59538
50,40,-6.64117
54,9,-56.20644
3,21,-3.1821868
87,2,-124.9734
11,65,-6.927643
8,33,-18.906677
103,42,-4.6809793
146,4,-3.311877
111,55,-3.1821866
58,67,-3.182185
66,80,-2.5611286
124,63,-1.7138822
83,29,-2.0838385
146,42,-4.680981
24,45,-4.811957
38,26,-3.1821892
38,54,-46.74619
0,6,-3.2746487
138,90,0.058073297
16,65,-6.9276423
46,39,-3.1821895
146,75,-3.1821847
104,22,-3.1821854
119,87,-3.1821918
4,43,-3.182181
59,47,-3.8814697
75,21,-3.1821887
155,28,-3.8278732
99,41,-3.2402952
96,9,-56.20644
138,62,5.0220127
163,41,-3.2402952
155,61,-11.964684
20,72,2.2938066
17,40,-6.641172
54,66,-2.075219
4,15,-6.457608
99,74,-58.243816
28,85,-1.9399134
46,86,-12.006964
120,62,5.022011
124,3,-5.595378
55,8,-2.8735867
75,59,-1.8580563
75,87,-3.1821914
79,28,-3.8278732
30,84,-3.1821895
34,53,-3.182185
92,36,-4.231131
131,29,-2.0838385
134,89,-3.0863202
34,58,-1.5599989
29,13,-5.241817
29,41,-3.2402933
55,46,-5.0371103
126,81,-3.1821868
84,28,-3.8278732
87,88,-15.562328
151,60,-1.4212627
108,48,-34.592064
105,16,-6.047923
147,69,-3.1821868
9,0,-3.5880492
42,85,-1.9399095
17,13,-5.241819
108,81,-3.1821828
5,42,-4.680985
63,78,-2.4012806
64,15,-6.457614
67,47,-3.881468
127,28,-3.8278732
88,35,-14.501805
85,3,-5.595378
127,56,-3.1821868
130,88,-15.562331
156,27,-4.471129
80,55,-3.1821887
159,87,-3.1821895
96,29,-2.0838342
144,5,-3.9930806
21,71,-7.9478536
25,40,-6.641172
35,80,-2.5611305
117,17,-4.5198984
47,34,-42.03546
125,2,-124.9734
6,17,-4.5198965
64,53,-3.182185
80,27,-4.471131
35,52,-29.678368
96,67,-3.182185
93,35,-14.501805
97,4,-3.3118794
135,88,-15.562328
160,67,-3.182185
18,7,-0.7467702
48,60,-1.4212577
4,73,-2.8227234
1,41,-3.2402935
52,1,-2.3385499
60,14,-15.187482
117,88,-15.562326
76,54,-46.74619
73,22,-3.1821876
136,35,-14.501805
17,70,-3.1821887
31,79,-3.874304
132,24,-3.1821868
128,83,-1.3505565
9,90,0.058073297
13,59,-1.8580494
105,36,-4.231126
113,21,-3.182185
68,46,-5.037112
89,34,-42.03545
85,23,-3.9590487
48,0,-3.5880487
10,65,-6.9276447
44,59,-1.8580538
105,74,-58.243828
26,39,-3.1821873
40,20,-3.1821868
36,79,-3.874304
106,11,-4.4758587
113,87,-3.1821876
145,4,-3.3118794
61,8,-2.8735888
148,64,-1.6859759
69,21,-3.1821868
128,23,-3.9590528
85,61,-11.964684
153,53,-3.1821868
157,22,-3.1821876
101,35,-14.501809
40,86,-12.006968
19,6,-3.2746487
22,66,-2.0752187
56,60,-1.4212608
114,43,-3.1821847
122,28,-3.827871
122,56,-3.1821847
77,53,-3.1821892
77,81,-3.1821892
141,3,-5.595378
98,41,-3.2402952
36,19,-2.879471
32,78,-2.4012806
94,2,-124.97338
94,30,-2.00216
133,23,-3.9590526
136,83,-1.3505545
6,47,-3.8814662
115,18,4.62657
49,27,-4.471129
49,55,-3.1821868
123,3,-5.595378
2,36,-4.231126
57,40,-6.641172
153,21,-3.1821868
78,28,-3.8278732
70,48,-34.59207
7,20,-3.1821868
86,22,-3.1821914
133,89,-3.086324
15,5,-3.9930787
15,33,-18.906677
18,65,-6.927646
110,42,-4.680983
137,30,-2.00216
44,79,-3.874304
166,29,-2.0838342
65,67,-3.182185
28,41,-3.240297
66,9,-56.206448
129,22,-3.1821876
86,60,-1.4212627
86,88,-15.562331
90,29,-2.0838318
158,21,-3.1821826
41,85,-1.9399134
45,54,-46.746174
103,37,-6.092445
23,65,-6.927643
142,30,-2.00216
145,90,0.058073297
58,62,5.0220127
66,47,-3.8814697
158,59,-1.8580494
158,87,-3.1821852
162,28,-3.8278751
151,16,-6.047927
98,61,-11.964684
95,29,-2.0838318
137,82,-3.0124686
27,72,2.2938097
24,40,-6.64117
119,49,-8.56196
116,17,-4.519904
53,86,-12.006962
16,60,-1.4212589
74,74,-58.24382
123,23,-3.9590507
119,82,-3.0124745
78,48,-34.59207
75,16,-6.047925
130,44,-3.4851067
37,84,-3.1821892
138,29,-2.0838342
95,67,-3.1821847
96,4,-3.3118794
99,36,-4.2311296
30,13,-5.241819
33,73,-2.8227277
138,57,-3.1821868
141,89,-3.086322
54,61,-11.964684
3,73,-2.8227277
4,10,-78.55548
150,47,-3.8814662
75,54,-46.74619
91,28,-3.8278732
30,79,-3.874306
12,59,-1.8580569
46,53,-3.1821868
104,36,-4.231126
107,68,-3.3326108
108,5,-3.9930768
146,89,-3.0863202
29,8,-2.8735843
63,2,-124.97339
126,43,-3.1821868
163,27,-4.471131
126,48,-34.59207
0,58,-1.5599971
83,86,-12.006973
84,23,-3.9590526
87,55,-3.1821847
126,76,-3.1821868
108,43,-3.1821828
28,71,-7.9478555
147,36,-4.2311273
39,20,-3.1821887
39,48,-34.59207
42,80,-2.5611243
24,60,-1.4212608
124,17,-4.5199003
147,64,-1.6859721
79,47,-3.8814697
127,23,-3.9590507
156,22,-3.1821895
8,58,-1.5599989
103,67,-3.1821847
100,35,-14.501805
159,54,-46.746178
34,72,2.2938058
96,24,-3.182185
59,1,-2.3385499
21,66,-2.0752208
55,60,-1.4212608
116,75,-3.1821892
117,12,-3.5667837
124,88,-15.562331
72,9,-56.206448
151,46,-5.0371103
80,22,-3.1821914
9,14,-15.18747
35,19,-2.8794727
35,47,-3.8814697
38,79,-3.874304
16,90,0.058075204
30,2,-124.97342
96,62,5.022009
135,55,-3.1821866
135,83,-1.3505524
139,24,-3.1821887
51,87,-3.1821914
4,68,-3.3326092
67,61,-11.964682
125,44,-3.485109
84,80,-2.5611267
152,21,-3.1821828
9,80,-2.5611267
88,54,-46.746178
160,15,-6.457614
17,65,-6.927646
109,42,-4.680983
47,20,-3.1821868
9,85,-1.9399115
43,79,-3.874304
105,31,-4.7732973
147,84,-3.1821895
68,8,-2.8735888
64,67,-3.182185
113,16,-6.047923
68,41,-3.2402987
152,68,-3.332613
131,82,-3.0124707
89,29,-2.0838342
160,53,-3.182185
160,81,-3.182185
164,22,-3.1821918
18,21,-3.1821887
47,86,-12.006969
148,31,-4.773301
26,6,-3.2746487
26,34,-42.035458
121,43,-3.1821887
76,68,-3.3326108
136,49,-8.561956
39,78,-2.4012806
140,23,-3.9590528
97,61,-11.964684
2,2,-124.9734
101,30,-2.00216
56,27,-4.471131
19,1,-2.3385458
52,86,-12.006971
5,67,-3.1821892
56,55,-3.182183
77,15,-6.457614
122,23,-3.9590485
77,48,-34.59207
14,20,-3.1821828
105,88,-15.562332
140,89,-3.0863242
32,73,-2.8227296
114,10,-78.55549
14,53,-3.1821828
64,87,-3.1821876
128,37,-6.0924478
85,75,-3.182185
93,60,-1.4212577
89,49,-8.561956
48,85,-1.9399076
149,30,-2.00216
106,68,-3.332611
110,37,-6.0924463
44,74,-58.24382
65,34,-42.035446
157,74,-58.243828
129,17,-4.5198965
158,16,-6.047921
23,27,-4.471125
161,48,-34.59207
102,29,-2.0838342
49,41,-3.2402952
27,1,-2.338548
23,60,-1.4212583
57,54,-46.746174
115,37,-6.0924463
118,69,-3.1821887
74,3,-5.595378
33,39,-3.1821895
133,75,-3.1821887
94,82,-3.0124705
137,44,-3.4851067
158,54,-46.746174
37,13,-5.241817
98,56,-3.1821868
2,88,-15.562328
58,1,-2.338546
53,81,-3.1821847
86,74,-58.243824
154,15,-6.457616
11,46,-5.0371084
8,14,-15.187474
37,79,-3.8743021
19,59,-1.8580519
114,68,-3.3326092
111,36,-4.2311277
45,73,-2.8227277
70,2,-124.973404
66,61,-11.964684
129,74,-58.243813
83,10,-78.55549
94,55,-3.1821868
146,51,-1.8036143
162,47,-3.8814697
38,35,-14.501807
46,20,-3.1821868
49,80,-2.5611286
28,0,-3.588053
67,8,-2.8735862
75,2,-124.973404
7,45,-4.811957
99,22,-3.1821892
95,81,-3.1821847
138,43,-3.1821868
163,22,-3.1821873
54,47,-3.8814697
99,55,-3.1821866
3,87,-3.1821895
28,66,-2.0752227
123,75,-3.1821868
120,43,-3.1821868
58,21,-3.182185
54,80,-2.5611305
75,40,-6.641172
75,68,-3.3326128
79,9,-56.206448
150,61,-11.964682
34,34,-42.035458
134,70,-3.1821847
16,14,-15.187469
29,22,-3.1821854
55,27,-4.471129
151,8,-2.8735886
126,62,5.0220127
84,9,-56.206448
87,69,-3.1821847
151,41,-3.240297
13,20,-3.1821826
108,29,-2.0838318
147,50,-0.42816448
42,66,-2.0752165
16,85,-1.9399115
108,62,5.0220127
67,28,-3.827873
63,87,-3.1821895
127,9,-56.206448
88,16,-6.047923
127,37,-6.0924463
130,69,-3.1821868
159,68,-3.3326128
43,41,-3.240297
21,52,-29.678368
25,21,-3.1821887
59,15,-6.457614
116,89,-3.0863242
47,15,-6.457614
124,74,-58.243813
125,11,-4.4758606
80,8,-2.8735867
35,33,-18.906677
96,48,-34.59207
96,76,-3.182185
135,69,-3.1821866
139,38,-53.41089
160,48,-34.59207
104,61,-11.964682
51,73,-2.8227315
4,54,-46.746162
1,22,-3.1821852
4,82,-3.0124645
59,86,-12.006968
117,69,-3.1821826
76,35,-14.5018015
73,3,-5.595378
9,66,-2.0752208
139,76,-3.1821887
136,44,-3.4851067
31,60,-1.4212602
112,88,-15.562331
13,40,-6.6411657
5,29,-2.0838366
1,88,-15.562326
113,30,-2.0021582
68,27,-4.471133
131,68,-3.3326144
89,15,-6.457612
92,75,-3.1821887
85,4,-3.3118794
47,72,2.2938058
44,40,-6.6411715
92,80,-2.5611305
105,83,-1.3505524
26,20,-3.1821847
144,76,-3.1821892
40,29,-2.0838342
113,68,-3.3326108
148,17,-4.519902
148,45,-4.811959
48,14,-15.187477
69,2,-124.97337
161,14,-15.187472
128,4,-3.3118815
157,3,-5.595378
101,16,-6.047927
148,83,-1.3505526
165,16,-6.047921
26,58,-1.559999
22,47,-3.881468
19,15,-6.457612
56,41,-3.2402952
114,24,-3.1821847
122,9,-56.206448
122,37,-6.092445
125,69,-3.1821873
77,34,-42.03545
77,62,5.0220113
81,3,-5.59538
140,75,-3.1821873
32,59,-1.8580544
36,28,-3.8278735
94,11,-4.4758587
14,39,-3.1821854
56,79,-3.874304
136,64,-1.6859759
6,28,-3.8278673
49,36,-4.2311273
122,75,-3.1821847
2,17,-4.5199003
57,21,-3.1821868
153,2,-124.9734
78,9,-56.20644
93,74,-58.24383
33,34,-42.035454
14,77,0.1634851
15,14,-15.187472
18,46,-5.0371103
49,8,-2.8735847
110,23,-3.9590526
65,48,-34.59207
129,3,-5.595374
86,41,-3.240297
86,69,-3.1821887
90,10,-78.55549
129,31,-4.773299
132,63,-1.7138822
149,82,-3.0124705
158,2,-124.97338
161,62,5.0220127
41,66,-2.0752208
45,35,-14.501805
145,71,-7.9478574
23,46,-5.0371084
27,15,-6.457614
66,28,-3.8278751
82,2,-124.97337
129,69,-3.182185
158,68,-3.3326094
162,9,-56.206448
106,22,-3.1821892
102,81,-3.1821868
6,65,-6.927641
37,27,-4.471129
27,53,-3.1821868
24,21,-3.1821868
119,30,-2.002162
53,67,-3.1821847
74,55,-3.1821868
86,9,-56.206448
82,68,-3.3326144
78,29,-2.0838342
74,88,-15.562331
37,65,-6.9276447
138,10,-78.55549
99,17,-4.5199003
19,45,-4.811955
95,76,-3.1821847
33,54,-46.746174
114,82,-3.0124664
138,38,-53.410892
141,70,-3.182185
54,42,-4.680983
3,54,-46.74618
3,82,-3.0124686
150,28,-3.827871
94,41,-3.2402952
91,9,-56.206448
49,66,-2.0752208
12,40,-6.6411724
46,34,-42.035454
107,49,-8.561958
107,77,0.16348253
4,29,-2.0838299
146,70,-3.1821847
115,62,5.022011
62,74,-58.243828
126,24,-3.1821868
70,87,-3.1821914
7,59,-1.8580525
163,8,-2.8735843
166,68,-3.3326108
129,89,-3.0863183
0,39,-3.1821873
7,64,-1.6859759
84,4,-3.3118794
46,72,2.2938097
87,36,-4.231126
126,57,-3.1821868
28,52,-29.678368
28,80,-2.5611305
42,61,-11.96468
39,29,-2.083836
123,89,-3.086322
58,35,-14.5018015
147,45,-4.811957
79,23,-3.9590526
127,4,-3.3118794
159,35,-14.5018015
8,39,-3.1821895
42,33,-18.906675
100,16,-6.047925
103,76,-3.1821847
142,69,-3.1821887
58,73,-2.8227258
55,41,-3.240297
59,10,-78.55549
116,84,-3.1821918
124,69,-3.1821868
151,27,-4.4711328
80,3,-5.595378
151,55,-3.1821887
8,86,-12.006968
38,60,-1.4212602
35,28,-3.8278751
96,43,-3.182185
16,71,-7.9478536
17,8,-2.8735867
112,17,-4.519904
135,64,-1.6859733
139,5,-3.9930806
4,49,-8.561953
67,42,-4.680981
130,83,-1.3505545
88,30,-2.00216
152,2,-124.97337
96,15,-6.457612
92,4,-3.3118794
17,46,-5.0371103
109,23,-3.9590526
112,83,-1.3505526
47,1,-2.3385499
43,60,-1.4212627
47,29,-2.083836
67,80,-2.5611265
68,17,-4.519904
76,2,-124.9734
68,22,-3.1821938
131,63,-1.7138824
89,10,-78.55548
160,34,-42.035458
160,62,5.0220118
104,75,-3.1821828
164,3,-5.59538
47,67,-3.1821868
44,35,-14.501803
148,12,-3.5667877
25,78,-2.4012806
26,15,-6.457612
29,47,-3.881468
121,24,-3.1821887
76,49,-8.561958
84,34,-42.035458
161,9,-56.206448
147,75,-3.1821868
39,59,-1.8580563
140,4,-3.3118815
97,42,-4.680983
1,74,-58.243824
101,11,-4.4758606
26,53,-3.1821847
56,8,-2.8735867
52,67,-3.1821887
56,36,-4.2311273
5,48,-34.59207
156,61,-11.964684
77,29,-2.0838366
14,1,-2.338544
140,70,-3.1821873
22,14,-15.187475
117,23,-3.9590464
32,54,-46.746166
113,82,-3.0124686
48,28,-3.827869
56,74,-58.243828
72,48,-34.592075
128,18,4.6265697
85,56,-3.182185
136,3,-5.595378
93,41,-3.2402935
93,69,-3.1821845
97,10,-78.55549
165,2,-124.9734
40,81,-3.1821868
48,66,-2.0752165
49,3,-5.595378
52,35,-14.501809
110,18,4.62657
149,11,-4.4758587
65,43,-3.182185
128,56,-3.1821892
165,68,-3.3326092
128,89,-3.0863242
157,88,-15.562335
161,29,-2.0838342
105,42,-4.680981
102,10,-78.55549
6,42,-4.6809793
122,89,-3.0863202
26,73,-2.8227272
23,41,-3.2402933
57,35,-14.501805
60,67,-3.1821868
81,55,-3.1821892
78,23,-3.9590507
137,25,-3.1821895
81,88,-15.562333
18,60,-1.4212627
106,17,-4.5199003
145,38,-53.41089
36,85,-1.9399135
37,22,-3.1821892
40,54,-46.746178
2,69,-3.1821847
57,73,-2.8227296
61,42,-4.680985
53,62,5.0220137
86,55,-3.1821887
153,87,-3.1821895
11,27,-4.471127
37,60,-1.4212602
19,40,-6.6411676
114,49,-8.5619545
111,17,-4.5199003
114,77,0.1634851
69,74,-58.243824
66,42,-4.680983
162,23,-3.9590526
6,79,-3.8743002
133,57,-3.1821887
27,67,-3.1821868
115,24,-3.1821887
46,1,-2.338548
49,61,-11.964684
28,9,-56.206448
123,18,4.626572
78,43,-3.1821868
7,26,-3.1821895
7,54,-46.746178
138,24,-3.1821868
163,3,-5.5953755
107,16,-6.047921
54,28,-3.8278751
103,5,-3.9930787
3,68,-3.3326108
65,73,-2.8227239
28,47,-3.8814697
62,41,-3.2402952
120,24,-3.1821868
123,56,-3.1821868
58,30,-2.00216
78,81,-3.1821868
75,49,-8.561958
150,42,-4.680981
158,27,-4.4711246
87,3,-5.5953755
34,15,-6.457614
134,51,-1.8036143
15,86,-12.006964
42,28,-3.827867
148,36,-4.231129
115,76,-3.1821887
58,68,-3.3326128
150,80,-2.5611284
91,61,-11.964684
159,2,-124.97337
130,12,-3.5667877
87,50,-0.42816415
151,22,-3.1821914
95,35,-14.501803
108,38,-53.410885
147,31,-4.773299
116,23,-3.9590528
16,66,-2.075219
50,60,-1.4212608
71,48,-34.592068
63,68,-3.3326108
130,50,-0.4281664
75,22,-3.1821914
127,18,4.626572
8,53,-3.1821868
159,49,-8.561958
30,47,-3.8814697
25,2,-124.97339
58,87,-3.1821876
46,87,-3.1821895
124,55,-3.1821868
124,83,-1.3505545
79,80,-2.5611286
83,49,-8.56196
143,30,-2.00216
35,14,-15.187472
38,74,-58.243824
96,57,-3.182185
135,50,-0.42816415
139,19,-2.8794708
160,29,-2.0838342
104,42,-4.6809793
4,35,-14.501796
1,3,-5.5953736
4,63,-1.7138762
59,67,-3.1821887
63,36,-4.2311273
125,30,-2.0021582
155,48,-34.59207
152,16,-6.0479193
76,16,-6.047923
139,57,-3.1821887
21,1,-2.338548
17,60,-1.4212627
112,69,-3.1821868
5,10,-78.55549
68,3,-5.59538
116,43,-3.1821892
113,11,-4.4758587
71,68,-3.332611
131,49,-8.56196
88,87,-3.1821895
92,56,-3.1821887
135,18,4.6265726
47,53,-3.1821868
47,81,-3.1821868
147,89,-3.086322
148,26,-3.1821876
26,1,-2.3385458
29,61,-11.964678
55,66,-2.0752227
113,49,-8.561956
68,74,-58.243816
84,48,-34.59207
164,55,-3.1821892
161,23,-3.9590507
127,76,-3.1821868
156,75,-3.1821868
9,20,-3.1821868
100,88,-15.562327
164,88,-15.562333
